Hotel_Name,Room_Type,Room_Price,Top_Comment,Rating,Total_Reviews,Hotel_Link
Waldorf Astoria Dubai Palm Jumeirah,King Superior Room,"PKR 168,471",Very good,8.5,"2,149 reviews",https://www.booking.com/hotel/ae/waldorf-astoria-dubai-palm-jumeirah.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=ab814123ccc303c3&srepoch=1677748553&all_sr_blocks=85704509_266274208_2_42_0&highlighted_blocks=85704509_266274208_2_42_0&matching_block_id=85704509_266274208_2_42_0&sr_pri_blocks=85704509_266274208_2_42_0__233500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Vista City Hotel,Deluxe Double Room,"PKR 16,234",Very good,8.0,738 reviews,https://www.booking.com/hotel/ae/vista-city.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=802729301_341572582_2_42_0&highlighted_blocks=802729301_341572582_2_42_0&matching_block_id=802729301_341572582_2_42_0&sr_pri_blocks=802729301_341572582_2_42_0__22500&tpi_r=2&from=searchresults#hotelTmpl
Novotel Suites Dubai Mall of the Emirates,Suite Room,"PKR 62,951",Good,7.8,"2,495 reviews",https://www.booking.com/hotel/ae/suitehotel-mall-of-the-emirates.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=18342903_87832875_2_1_0&highlighted_blocks=18342903_87832875_2_1_0&matching_block_id=18342903_87832875_2_1_0&sr_pri_blocks=18342903_87832875_2_1_0__87250&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Manhattan Avenue Hotel,Standard King Room,"PKR 16,995",Review score,5.1,266 reviews,https://www.booking.com/hotel/ae/manhattan-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=132326010_287983000_2_0_0&highlighted_blocks=132326010_287983000_2_0_0&matching_block_id=132326010_287983000_2_0_0&sr_pri_blocks=132326010_287983000_2_0_0__23555&tpi_r=2&from=searchresults#hotelTmpl
Rolla Suites Hotel,Premium King Room,"PKR 16,089",Good,7.4,"1,063 reviews",https://www.booking.com/hotel/ae/the-imperial-suites.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=6926214_343244976_2_0_0&highlighted_blocks=6926214_343244976_2_0_0&matching_block_id=6926214_343244976_2_0_0&sr_pri_blocks=6926214_343244976_2_0_0__22300&tpi_r=2&from=searchresults#hotelTmpl
Tulip Hotel Apartments,One-Bedroom Apartment,"PKR 23,961",Review score,5.4,"1,123 reviews",https://www.booking.com/hotel/ae/tulip-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=7942902_88788987_0_2_0&highlighted_blocks=7942902_88788987_0_2_0&matching_block_id=7942902_88788987_0_2_0&sr_pri_blocks=7942902_88788987_0_2_0__33210&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Flora Al Barsha Hotel At The Mall,Classic King/ Twin Room - Complimentary Transfer To Beach,"PKR 52,056",Very good,8.2,"7,095 reviews",https://www.booking.com/hotel/ae/flora-al-barsha.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=140567008_86768915_2_42_0&highlighted_blocks=140567008_86768915_2_42_0&matching_block_id=140567008_86768915_2_42_0&sr_pri_blocks=140567008_86768915_2_42_0__72150&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hyde Hotel Dubai,Hyde Out Plus Room with Balcony and Dubai Canal View,"PKR 101,010",Fabulous,8.7,"1,523 reviews",https://www.booking.com/hotel/ae/hyde-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=788625502_344635934_2_34_0&highlighted_blocks=788625502_344635934_2_34_0&matching_block_id=788625502_344635934_2_34_0&sr_pri_blocks=788625502_344635934_2_34_0__140000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"voco Dubai, an IHG Hotel",1 King Bedroom Suite,"PKR 119,048",Very good,8.2,"3,024 reviews",https://www.booking.com/hotel/ae/voco-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=27164471_288287509_2_42_0&highlighted_blocks=27164471_288287509_2_42_0&matching_block_id=27164471_288287509_2_42_0&sr_pri_blocks=27164471_288287509_2_42_0__165000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Fortune Pearl Hotel,Standard Double Room,"PKR 11,747",Review score,6.7,858 reviews,https://www.booking.com/hotel/ae/fortune-pearl.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=35793501_0_2_0_0&highlighted_blocks=35793501_0_2_0_0&matching_block_id=35793501_0_2_0_0&sr_pri_blocks=35793501_0_2_0_0__16282&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Sun and Sands Plaza Hotel,Standard Double or Twin Room,"PKR 12,214",Review score,5.7,625 reviews,https://www.booking.com/hotel/ae/sun-and-sand-plaza.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=208997401_95714280_2_2_0&highlighted_blocks=208997401_95714280_2_2_0&matching_block_id=208997401_95714280_2_2_0&sr_pri_blocks=208997401_95714280_2_2_0__16929&tpi_r=2&from=searchresults#hotelTmpl
Star Metro Deira Hotel Apartments,Deluxe Studio King,"PKR 32,045",Very good,8.1,"3,869 reviews",https://www.booking.com/hotel/ae/starmetro-deira-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=7216805_106454532_2_34_0&highlighted_blocks=7216805_106454532_2_34_0&matching_block_id=7216805_106454532_2_34_0&sr_pri_blocks=7216805_106454532_2_34_0__44415&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ramada Plaza by Wyndham Dubai Deira,Deluxe Twin Room - Non-Smoking,"PKR 38,961",Good,7.1,"2,129 reviews",https://www.booking.com/hotel/ae/ramada-plaza-by-wyndham-dubai-deira.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=566033007_288733008_2_42_0&highlighted_blocks=566033007_288733008_2_42_0&matching_block_id=566033007_288733008_2_42_0&sr_pri_blocks=566033007_288733008_2_42_0__54000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hilton Garden Inn Dubai Mall Of The Emirates,King Room,"PKR 62,445",Very good,8.2,"1,764 reviews",https://www.booking.com/hotel/ae/hilton-garden-inn-dubai-mall-of-the-emirates.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=160809501_279330630_2_42_0&highlighted_blocks=160809501_279330630_2_42_0&matching_block_id=160809501_279330630_2_42_0&sr_pri_blocks=160809501_279330630_2_42_0__86548&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Lapita, Dubai Parks and Resorts, Autograph Collection","Room with Park Access, Guest room, 1 King, Resort view (Complimentary Shuttle to JBR Beach, Mall of the Emirates & Dubai Mall)","PKR 59,524",Very good,8.0,"2,059 reviews",https://www.booking.com/hotel/ae/lapita-dubai-parks-and-resorts-autograph-collection.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=199015601_246434143_0_2_0&highlighted_blocks=199015601_246434143_0_2_0&matching_block_id=199015601_246434143_0_2_0&sr_pri_blocks=199015601_246434143_0_2_0__82500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Nine Hotel,Standard Double Room,"PKR 10,279",Review score,6.8,137 reviews,https://www.booking.com/hotel/ae/nine.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=889829901_0_2_0_0&highlighted_blocks=889829901_0_2_0_0&matching_block_id=889829901_0_2_0_0&sr_pri_blocks=889829901_0_2_0_0__14247&tpi_r=1&from=searchresults#hotelTmpl
The Meydan Hotel Dubai,Grand Superior Balcony King,"PKR 72,092",Fabulous,8.8,"8,646 reviews",https://www.booking.com/hotel/ae/the-meydan.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=17579501_246966187_2_42_0&highlighted_blocks=17579501_246966187_2_42_0&matching_block_id=17579501_246966187_2_42_0&sr_pri_blocks=17579501_246966187_2_42_0__99920&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Saffron Hotel,Standard King Room,"PKR 32,468",Review score,6.4,"2,604 reviews",https://www.booking.com/hotel/ae/saffron.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=41737501_340003439_2_2_0&highlighted_blocks=41737501_340003439_2_2_0&matching_block_id=41737501_340003439_2_2_0&sr_pri_blocks=41737501_340003439_2_2_0__45000&tpi_r=2&from=searchresults#hotelTmpl
Premier Inn Dubai International Airport,Family Room - Non Smoking - Free DXB Airport Shuttle Every 30 mins to T3 & T1,"PKR 28,788",Very good,8.2,"11,605 reviews",https://www.booking.com/hotel/ae/premier-inn-dubai-international-airport.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=18827004_233775158_2_2_0&highlighted_blocks=18827004_233775158_2_2_0&matching_block_id=18827004_233775158_2_2_0&sr_pri_blocks=18827004_233775158_2_2_0__39900&tpi_r=2&from=searchresults#hotelTmpl
Novotel Dubai Al Barsha,Superior Special Needs Room,"PKR 64,935",Good,7.5,"1,935 reviews",https://www.booking.com/hotel/ae/novotel-al-barsha.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=56992637_94493559_2_42_0&highlighted_blocks=56992637_94493559_2_42_0&matching_block_id=56992637_94493559_2_42_0&sr_pri_blocks=56992637_94493559_2_42_0__90000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
JA Palm Tree Court (JA The Resort),Garden View Junior Suite,"PKR 63,240",Very good,8.5,"1,462 reviews",https://www.booking.com/hotel/ae/palm-tree-court-spa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=6994001_0_2_1_0&highlighted_blocks=6994001_0_2_1_0&matching_block_id=6994001_0_2_1_0&sr_pri_blocks=6994001_0_2_1_0__87650&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
MK Residence by Be Our Guest,Superior Studio,"PKR 22,130",Review score,6.8,113 reviews,https://www.booking.com/hotel/ae/mk-residence-by-be-our-guest.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=922520501_366155653_2_0_0&highlighted_blocks=922520501_366155653_2_0_0&matching_block_id=922520501_366155653_2_0_0&sr_pri_blocks=922520501_366155653_2_0_0__30672&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Holiday Inn Dubai Al-Maktoum Airport, an IHG Hotel","Deluxe King or Twin Room - Free Shuttle to Jumeirah Beach, Ibn Battuta Mall and Al Maktoum Airport - Shuttle requires advance booking","PKR 37,446",Good,7.8,"2,116 reviews",https://www.booking.com/hotel/ae/holiday-inn-dubai-al-maktoum-airport.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=624371901_278189962_2_42_0&highlighted_blocks=624371901_278189962_2_42_0&matching_block_id=624371901_278189962_2_42_0&sr_pri_blocks=624371901_278189962_2_42_0__51900&tpi_r=2&from=searchresults#hotelTmpl
Ibis One Central - World Trade Centre Dubai,Standard Queen Room,"PKR 72,077",Good,7.3,"3,715 reviews",https://www.booking.com/hotel/ae/ibis-one-central.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=158846001_102710072_2_41_0&highlighted_blocks=158846001_102710072_2_41_0&matching_block_id=158846001_102710072_2_41_0&sr_pri_blocks=158846001_102710072_2_41_0__99898&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"sleep 'n fly Sleep Lounge, Dubai Airport, C-Gates (Terminal 3)",YAWN Bunk Bed Cabin - 6 Hour Morning Stay from 07:00-13:00 hrs (7am-1pm) on Check-Out Date,"PKR 28,345",Review score,6.5,801 reviews,https://www.booking.com/hotel/ae/sleep-39-n-fly-sleep-lounge-dubai-airport-c-gates-terminal-3.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=586904317_230146593_2_0_0&highlighted_blocks=586904317_230146593_2_0_0&matching_block_id=586904317_230146593_2_0_0&sr_pri_blocks=586904317_230146593_2_0_0__39286&tpi_r=2&from=searchresults#hotelTmpl
Zagy Hotel,Triple Room,"PKR 9,307",Review score,4.2,153 reviews,https://www.booking.com/hotel/ae/zagy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&srpvid=672c4144a89602ce&srepoch=1677748618&all_sr_blocks=27913303_202834733_2_0_0&highlighted_blocks=27913303_202834733_2_0_0&matching_block_id=27913303_202834733_2_0_0&sr_pri_blocks=27913303_202834733_2_0_0__12900&tpi_r=2&from=searchresults#hotelTmpl
